Firm Name,Address,Nationality,Ineligible From, Ineligible Until,Notice Effective At EBRD,Originating Institution,Prohibited Practice
"Canes Charles","47, Complexe Louverture Apt 4, rue Louverture, Petion-Ville, Haiti","Haiti","2019-11-12T12:00:59Z","2026-11-11T12:00:59Z","2019-12-27T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Carlos Abel Belteton Coronado","6a Avenida 'A' 13-24, Zona 9, Oficina 103 Torre Empresarial Canet Guatemala, Guatemala","Guatemala","2019-09-10T12:00:59Z","2024-09-09T12:00:59Z","2019-12-27T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Carlos Barberan Diez","Avenida Diagonal 644 08017, Barcelona Spain","Spain","2022-11-15T12:00:59Z","2025-11-14T12:00:59Z","2023-02-10T12:00:59Z","World Bank Group","Corrupt Practices"
"Carlos Estuardo Cabrera","3a Avenida A 3-15, Zona 1, Guatemala City, Guatemala","Guatemala","2020-07-28T12:00:59Z","2033-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Carlos Estuardo Garcia Bautista ","Diagonal 12, 10-61; Zona 1, Quetzaltenango","Guatemala",,Permanent,"2016-02-25T10:48:59Z","Inter-American Development Bank Group","Collusive Practice"
"Cellucian Limited","Noble House 6 Brazil Street Castries Saint Lucia West Indies","St. Lucia","2016-09-20T02:56:59Z","2027-09-19T02:56:59Z","2017-05-31T02:56:59Z","Inter-American Development Bank Group","Fraudulent Practice"
"Cennet Insaat Ith. Ihr. Tur. Gida San. Ve Tic. Ltd. Sti.","Kasimoglu,Ishani Kat: 4, No. 7, Hopa/Artvin, Hopa, Turkey","Turkey",,Ongoing,"2016-03-23T03:05:59Z","World Bank Group","Fraudulent Practice"
"Center for Environmental Studies and Management, Inc.","Suite 210, Quadstar Building No. 80 Ortigas Avenue Greenhills San Juan City, 1502 Metro Manila Philippines","Philippines",,Ongoing,"2019-01-21T10:16:59Z","World Bank Group","Corrupt Practice"
"Central de Negocios Diversos (CENEDI)","Boulevard San Cristobal 12-13, Zona 8 Mixco, Guatemala City, Guatemala","Guatemala",,Ongoing,"2017-05-31T09:12:59Z","World Bank Group","Fraudulent Practice"
"Centro Productive de Diseno S.A.","Mexico 337, CP 1097 Caba Buenos Aires Argentina","Argentina",,Ongoing,"2018-05-14T03:03:59Z","World Bank Group","Collusive Practice"
"Cesa Tecnologia de El Salvador S.A.","Bolulevard del Hipodromo, Edificio No. 237, Tercer Nivel Colonia San Benito, San Salvador, El Salvador","El Salvador","2020-07-28T12:00:59Z","2026-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Cesa Tecnologia de Guatemala S.A.","18 Calle Blvd Los Proceres 24-69, Zona 10. Edificio Empresarial Zona Pradera, Torre IV, Nivel 11, Oficina 1107, Guatemala City, Guatemala","Guatemala","2020-07-28T12:00:59Z","2030-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Cesa Tecnologia de Mexico S.A.","Avenida Insurgentes Sur 1605-12, San Jose Insurgentes Akil, DF. 03900 Distrito Federal, Mexico","Mexico","2020-07-28T12:00:59Z","2026-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Cesa de Guatemala S.A.","18 Calle Blvd Los Proceres 24-69, Zona 10. Edificio Empresarial Zona Pradera, Torre IV, Nivel 11, Oficina 1107, Guatemala City, Guatemala","Guatemala","2020-07-28T12:00:59Z","2030-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Cesa de Honduras S.A.","Centro Morazan, Boulevard Morazan Torre 1, Piso 12 Oficina 11211. Frente al Mall El Dorado, Tegucigalpa, Honduras","Honduras","2020-07-28T12:00:59Z","2026-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Cesa de Nicaragua S.A.","Colonia Los Robles, V Etapa No. 26, Plaza El Sol 2c al sur 1c al este Managua, Nicaragua","Nicaragua","2020-07-28T12:00:59Z","2026-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Cesa de Panama S.A.","Calle 50 y Esquina con Elvira Mendez, Torre Financiera, Piso 35, Panama City, Panama","Panama","2020-07-28T12:00:59Z","2026-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Changhong Construction Group Co., Ltd. Formerly known as Jiangxi Changhong Horticulture Construction Co., Ltd.","Floor 15, Building A Time Square 555 Diezihu Avenue Honggutan Nanchang City China","China",,Ongoing,"2022-12-02T11:30:59Z","World Bank Group","Fraudulent Practice"
"Changle China Nuclear Construction and Investment Development Ltd","14F of Traffic Building,No.78 Changsheng Street,Changle County, Weifang City, Shandong Province, China","China",,Ongoing,"2020-09-14T10:56:59Z","World Bank Group","Fraudulent Practice"
"Chasha Lands Pvt. Ltd.","S-481 Greater Kailash-11, New Delhi, South Delhi, 110048, India","India",,Ongoing,"2022-12-02T12:00:59Z","World Bank Group","Fraudulent Practice"
"Chavan Rishi International Ltd.","Plot No. B. 38, Institutional Area Sector-32 Gurugram- 122001 Haryana India","India",,Ongoing,"2024-12-06T01:00:59Z","World Bank Group","Fraudulent Practice"
"Chengde City Fengyuan Concrete Co., Ltd.","Shop 139, Building B Xinhuiwan Trade City Shuangluan District Chengde City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Chez Aviv Nigeria Limited","Plot 23/25 Unije Street Independence Layout Enugu Enugu State Nigeria","Nigeria","2022-10-04T12:00:59Z","2031-10-03T12:00:59Z","2023-02-10T12:00:59Z","World Bank Group","Fraudulent and Corrupt Practices"
"China CAMC Engineering Co., Ltd.","CEC Plaza No. 3 Danling Street Haidan District Beijing People's Republic of China","China","2021-10-26T12:00:59Z","2026-10-26T12:00:59Z","2022-05-26T12:00:59Z","Asian Development Bank","Fraudulent Practice"
"China Energy Construction Gezhouba Rail Transit Construction Co., Ltd.","3401, Chuangtou Mansion No.9 Tengfei Road Huangge Keng Community Longcheng Street Longgang District Shenzhen People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Energy Engineering Group Guangxi Hydroelectric Construction Bureau Co., Ltd.","No.1, Mingxiu East Road Xingning District Nanning People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Energy Engineering Group Guangxi Hydroelectric Construction Bureau Co., Ltd. Angola Co., Ltd. ","RUA AIRES DE MENEZES BAIRRO DA MAIANGA N� 42, Municipio: LUANDA Provincia: LUANDA. Angola","Angola","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Energy Engineering Group Guangxi Hydroelectric Construction Bureau Co., Ltd. Indonesia Co., Ltd. ","JI.Sumatera Blok B No.4 Ulak Karang Utara Padang Utara Sumatera Barat Indonesia","Indonesia","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Cement Co., Ltd.","No.21 Quankou Road Dongbao District Jingmen City Hubei People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Co., Ltd. by Shares Bosna i Hercegovina Co., Ltd.","Avde Smajlovica 6 NOVO SARAJEVO KANTON SARAJEVO Bosnia and Herzegovina","Bosnia and Herzegovina","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Co., Ltd. by Shares Equatorial Guinea Co., Ltd.","Autopista aeropuerto Malabo II la ciudad de Malabo Equatorial Guinea","Equatorial Guinea","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Communications Engineering Company","No.73, Jingshan Road Xiling District Yichang City People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Company Limited","Gezhouba Tower No.558 Jiefang Avenue Qiaokou District Wuhan Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Construction Engineering Co., Ltd.","No. 31, Zhenping Road Yichang City Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Construction Engineering Co., Ltd. ","Building 2, Class E Industrial Building International Jewelry City Kunming Export Processing Zone Kunming Economic and Technological Development Zone Kunming People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Electric Power Co., Ltd. ","No.22 Yanjiang Avenue Yichang City Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group International Engineering  Central Asia Co., Ltd.","Republic of Uzbekistan Tashkent City, Yakkasaray district street Shota Rustaveli 45","Uzbekistan","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group International Engineering Co., Ltd. ","1001, 10th Floor Building 118, Ciyunsi Beili Chaoyang District Beijing People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Investigation & Design Construction Co., Ltd. ","558 Jiefang Avenue Qiaokou District Wuhan City Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Investment Holding Co., Ltd.","No. 558 Jiefang Avenue Qiaokou District Wuhan City Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Kuwait Construction  Co., Ltd.","16�floor, Building No.42 (Al Madeena Tower 2) Block 11, Qibla Area Kuwait City Kuwait","Kuwait","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Lvyuan Technology Co., Ltd.","Floor 19, Guanggu Mansion No.28 Luoyu East Road East Lake High-tech Development Zone Wuhan City People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Mechanical & Electrical  Construction Co., Ltd.","No.3 and No.4 of each floor Floor 5-12, Building 15 No. 239 Guangfu Road Qingyang District Chengdu People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Mexico Co., Ltd.","C. Lago Zurich 219-Piso 12 Amp Granada Miguel Hidalgo 11529 Ciudad de M�xico CDMX","Mexico","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Municipal Engineering Co., Ltd. ","40 Jianshe Road Xiba Yichang City Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Niger Co., Ltd.","Niamey Plateau, IB 27,217 Niger","Niger","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group No.1 Engineering Co., Ltd. ","No.54 Dongshan Avenue Yichang Hubei People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group No.2 Engineering Co.,Ltd. ","No. 1 and No. 2 of each floor Floor 5-12, Building 15 No. 239 Guangfu Road Qingyang District Chengdu Sichuan People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Pakistan Mechanical & Electrical Co., (Smc-Private) Limited","Office No.34 02nd Floor.Al Anyat Shopping Center G11 Markaz Islamabad Pakistan","Pakistan","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Real Estate Co., Ltd.","Floor 4, Block B, Gezhouba Hotel No.558 Jiefang Avenue Wuhan People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Road & Bridge Co., Ltd. ","35 Night Pearl Road Yichang City Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group South Africa Co., Ltd.","18 AINTREE CRESCENT KYALAMI ESTATES MIDRAND GAUTENG 1682 South Africa","South Africa","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Three Gorges Construction Engineering Co., Ltd. ","11 Dongshan Avenue Yichang City Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Water Operation Co., Ltd.","18-22 Floor, Building 11 Gezhouba City Garden Phase II No.162 Yankou Road, Baofeng Street Yankou District Wuhan City Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Group Xinjiang Oil and Gas Co., Ltd.","Room 3014 to 3015, Building 14, Wanda Center 555 Xuanwuhu Road Urumqi Economic and Technological Development Zone Xinjiang People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba International Congo Co., Ltd.","B4-205 VILLA KIN OASI Kinshasa Democratic Republic of the Congo","Democratic Republic of the Congo","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Myanmar Co., Ltd.","THAR LAR WADDY ROAD NO.12 /A6 (7) WARD MAYANGONE TOWNSHIP YANGON REGION MYANMAR","Myanmar","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Gezhouba Namibia Architecture Co., Ltd.","61 Simeon Shixungileni Street Windhoek Namibia","Namibia","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"China Nuclear Industry Fifth Construction Co. Ltd.","Petrochemical Longsheng Road No. 1070 Jinshan District, Zip Code 201512 Shanghai, China","China",,Ongoing,"2020-09-14T10:51:59Z","World Bank Group","Fraudulent Practice"
"China Zhonghao Nigeria Limited","Plot 7 Inuwa Abdul Kadir Road Kaduna Kaduna State Nigeria","Nigeria",,Ongoing,"2022-04-22T02:14:59Z","African Development Bank","Fraudulent Practice"
"Christiam Andrés Navarro Guarín","Carrera 53 No. 64-25 Local 1 Barranquilla Colombia","Colombia","2021-11-08T02:23:59Z","2024-11-07T02:23:59Z","2022-03-11T02:23:59Z","Inter-American Development Bank Group","Fraudulent Practice"
"Christopher Thibedeau","C/O Marlon Q. Paz Mayer Brown 1999 K St., NW Washington, DC 20006 USA","United States of America","2021-09-20T10:47:59Z","2025-09-19T10:47:59Z","2021-12-03T11:48:59Z","Inter-American Development Bank Group","Collusive Practice"
"Chuy FRP Composite LLC","Kojomberdieva, 4 Street, Kara-Balta City, 724411","Kyrgz Republic",,Ongoing,"2021-04-28T10:52:59Z","World Bank Group","Fraudulent Practice"
"Closed Joint Stock Co "Sharora"","Karim Devona, Street 59, Hissar Rayon, Sharora District, Tajikistan","Tajikistan","2011-11-21T04:28:59Z",Ongoing,"2015-07-07T03:29:59Z","World Bank Group","Fraudulent Practice"
"Coesa Engenharia L TDA - Sucursal Panamá - Coesa","Calle Punta Darién Esquina con Punta Coronado Edificio Torre las Américas Oficina 506, Torre B Urbanización Punta Pacífica Panama City Panama","Panama","2022-03-18T08:34:59Z","2025-03-17T08:34:59Z","2022-05-26T07:34:59Z","Inter-American Development Bank Group","Collusive Practice"
"Coesa Engenharia LTDA.","Rua Joaquim Floriano n. 466, Edificio Century Corporate Sala 402, Parte 2 04534-002, Sao Paulo Brazil","Brazil","2022-03-18T12:00:59Z","2025-03-17T12:00:59Z","2022-05-26T12:00:59Z","Inter-American Development Bank Group","Collusive and corrupt practices"
"Coesa Logística e Comercio Exterior S.A.","Rua Joaquim Floriano n. 466, Edificio CenturyCorporate Sala 402, Parte 87 04534-002, Sao Paulo Brazil","Brazil","2022-03-18T08:36:59Z","2025-03-17T08:36:59Z","2022-05-26T07:36:59Z","Inter-American Development Bank Group","Collusive Practice"
"Comercializadora Intercontinental CEC. S.A.","3a Avenida A 3-15, Zona 1, Guatemala City, Guatemala","Guatemala","2020-07-28T12:00:59Z","2033-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Community Resilience Initiative","Office No. 7, Block No. 19 PHA, G-7/1 44000 Islamabad Pakistan","Pakistan","2024-03-26T12:00:59Z","2027-10-20T12:00:59Z","2024-05-15T12:00:59Z","World Bank Group","Fraudulent Practices"
"Compeq - Comercio Produtos E Equipamentos, LTDA","Avenida Guajajaras, No. 25 -Jd. Sao Cristovao Sao Luis -Maranhao, CEP 65.055-285","Brazil",,Ongoing,"2016-02-25T11:01:59Z","World Bank Group","Collusive Practice"
"Computech Business Services Limited","Computech House Plot #271 Chikwawa Road P.O. Box 2006 Blantyre Malawi","Malawi","2024-04-09T12:00:59Z","2027-04-08T12:00:59Z","2024-05-15T12:00:59Z","World Bank Group","Fraudulent Practice"
"Comsatel","C. Reyes Ortiz, NRO. 73 EDIF., Torres Gundlach, Piso 4, Oficina 404 Zona: Central, La Paz, Bolivia","Bolivarian Republic of Venezuela",,Ongoing,"2021-06-25T08:13:59Z","World Bank Group","Collusive Practice"
"Comsis Information Technology Solutions Services","3rd Street Taimani Kabul Afghanistan","Afghanistan","2024-09-19T12:00:59Z","2026-09-18T12:00:59Z","2024-10-11T12:00:59Z","World Bank Group","Fraudulent Practices"
"Concesionária Trasvase Olmos S.A.","Avenida Victor Andrés Belaunde Nº 280, interior 403, Distrito de San isidro, Lima, Perú","Peru","2019-01-29T11:39:59Z","2024-08-01T10:39:59Z","2019-11-01T11:39:59Z","Inter-American Development Bank Group","Corrupt Practice"
"Consia Consultants APS","Ladegaardsvej 8, DK-2770 Kastrup Denmark","Denmark","2017-03-30T11:10:59Z","2031-03-29T12:10:59Z","2018-01-05T10:58:59Z","World Bank Group","Corrupt Practice"
"Consorcio Ocongate","C/O Roprucsa Contratistas Generales S.A. (Roprucsa S.A.) Av. Naranjal No. 543 Urbanizacion Naranjal Distrito de Los Olivos Lima Peru","Peru",,Ongoing,"2018-08-07T12:00:59Z","World Bank Group","Fraudulent Practice"
"Consorcio Roprucsa","Jr. Condesuyo 549, A 3 ER Piso, Cercado de Lima Alternate Address : c/o Roprucsa Contratista Generales S.A., Av. Naranjal No. 543, Urbanizacion Naranjal, Distrito de Los Olivos 39, Lima","Peru",,Ongoing,"2018-05-14T01:16:59Z","World Bank Group","Fraudulent Practice"
